id,release_date_anio
1530,2008
8690,2008
17120,2008
17120,2008
16810,2008
19830,2003
21000,2008
21000,2008
4460,2008
4460,2008
17140,2008
17140,2008
15390,2008
21300,2008
21300,2008
3050,2006
15380,2006
19800,2005
15370,2007
19930,2008
15350,2007
19810,2002
3540,2008
22000,2008
2820,2008
2820,2008
2820,2008
1230,2008
18300,2008
18300,2008
20200,2008
20200,2008
20200,2008
12200,2008
12200,2008
19900,2008
11240,2008
11240,2008
11240,2008
256522,2009
275144,2009
256521,2009
222569,2009
256535,2009
256611,2009
256576,2009
9480,2009
17470,2008
12770,2008
17410,2009
17410,2009
18500,2008
18500,2008
16450,2009
15400,2008
15400,2008
18600,2007
18600,2007
11340,2009
11340,2009
25830,2005
23460,2009
23460,2009
23460,2009
10600,2009
21010,2009
22180,2007
22180,2007
22180,2007
13210,2007
12640,2009
27020,2008
27020,2008
24740,2009
26000,2009
26000,2009
26006,2009
26006,2009
26005,2009
26005,2009
11330,2009
11330,2009
27800,2009
9850,2009
9850,2009
3600,2009
29580,2006
29580,2006
29540,2005
29540,2005
29560,2006
29560,2006
29570,2008
29570,2008
23700,2009
16060,2009
1930,2009
18470,2009
7510,2009
7510,2009
7510,2009
22200,2009
22200,2009
26007,2009
25900,2008
25900,2008
16200,2009
16200,2009
7840,2009
8890,2005
8890,2005
8880,2002
8880,2002
34500,2009
34500,2009
34500,2009
1280,2009
1280,2009
10150,2009
10150,2009
29160,2009
29160,2009
12470,2004
22330,2007
22320,2002
12440,2007
32710,1999
32740,1998
12460,2008
21980,2009
31860,2007
31900,2006
31920,2008
31930,2007
35800,2008
35800,2008
12690,2009
12690,2009
31170,2009
21660,2009
6080,2007
6080,2007
6080,2007
6080,2007
6080,2007
6010,1992
6090,2003
6060,2005
32310,1989
32330,2008
32330,2008
32360,2009
35300,2008
35310,2009
35310,2009
31980,2009
10140,2006
10100,2006
10130,2007
10110,2006
1256,2009
10120,2008
10120,2008
33520,2009
33520,2009
3610,2009
21680,2008
21670,2009
21670,2009
21030,2009
36000,2009
36000,2009
32370,2003
32370,2003
29180,2009
29180,2009
38410,1998
38420,2001
38430,1999
31180,2009
37960,2009
38000,2009
37400,2009
37400,2009
13570,2005
11390,2009
11390,2009
34420,2009
43100,2009
33730,2009
35000,2009
35000,2009
39392,2009
39391,1999
37600,2009
37600,2009
37600,2009
24029,2009
32140,2009
32140,2009
31190,2009
32770,2009
208306,2009
37300,2009
208300,2009
40300,2009
35070,2009
10606,2009
40700,2009
40700,2009
24840,2007
24870,2009
41500,2009
24800,2009
901735,2009
42800,2009
39560,2009
39550,2009
39550,2009
40330,2009
40320,2009
31200,2009
3130,2009
41100,2009
41100,2009
39540,2009
39540,2009
34640,2005
34630,2003
41000,2009
41000,2009
40340,2009
17450,2009
37100,2009
37100,2009
37100,2009
37500,2009
37500,2009
42810,2009
10180,2009
32440,2009
11450,2007
12710,2008
24790,2007
29120,2008
29120,2008
24810,2009
41800,2009
41800,2009
41800,2009
45300,2009
41900,2005
41900,2005
41900,2005
35420,2009
32430,2009
22370,2009
41802,2009
41802,2009
41802,2009
38080,2007
38090,2008
38100,2009
38070,2009
38070,2009
38210,2009
45700,2008
45700,2008
46410,2010
46410,2010
46410,2010
38110,2009
17570,2010
17570,2010
17570,2010
38130,2008
38160,2010
38150,2009
38120,2007
38140,2009
36300,2010
36310,2010
36310,2010
36320,2010
36320,2010
37030,2010
32450,2010
44100,2010
44100,2010
44100,2010
25960,2010
46250,2010
38180,2007
10695,2010
41050,2001
41050,2001
24055,2010
48700,2010
48700,2010
39900,2010
49900,2010
49900,2010
42120,2010
12220,2010
45730,2010
45730,2010
45400,2010
49600,2010
49600,2010
49600,2010
901399,2010
43500,2010
43500,2010
45302,2010
40930,2010
40930,2010
39640,2003
39630,2001
23150,2010
23150,2010
50940,2006
50920,2008
50920,2008
34178,2010
37340,2008
37390,2009
37310,2009
37360,2007
49000,2009
37330,2010
37320,2008
37370,2007
37380,2009
19080,2010
19080,2010
19080,2010
19030,2010
19030,2010
49800,2010
49800,2010
33650,2010
901478,2010
901478,2010
33660,2010
33660,2010
34281,2010
34272,2010
34270,2010
34270,2010
34270,2010
34270,2010
34276,2010
34274,2010
34275,2010
34277,2010
34273,2010
34280,2010
34282,2010
34279,2010
34010,2010
34010,2010
22610,2010
22440,2010
18508,2010
18508,2010
22430,2010
22410,2010
22420,2010
630,2010
22400,2010
24780,2003
24780,2003
33670,2010
33670,2010
40420,2010
40420,2010
34920,2010
34920,2010
34920,2010
48136,2010
46720,2008
28000,2010
39680,2010
39680,2010
25962,2010
24634,2010
63900,2010
50130,2011
24075,2010
47540,2010
47540,2010
50510,2010
25760,2010
25763,2010
25762,2010
25764,2010
42980,2010
48800,2010
22600,2010
46770,2010
46770,2010
46770,2010
65700,2010
65700,2010
65700,2010
42960,2010
25761,2010
28010,2010
28012,2010
24640,2010
28011,2010
4850,2002
57640,2010
62100,2010
50145,2010
34841,2010
70300,2010
70300,2010
48137,2010
57300,2010
57300,2010
57300,2010
70400,2010
70400,2010
46600,2010
46600,2010
46600,2010
34314,2010
34314,2010
34310,2010
70100,2010
70110,2010
70110,2010
38600,2010
38600,2010
57620,2010
34284,2010
63910,2010
63910,2010
24082,2010
8930,2010
49310,2010
41060,2002
41060,2002
70900,2010
70900,2010
9940,2010
9940,2010
22650,2010
50620,2010
50620,2010
2840,1999
2840,1999
42920,2010
29700,2007
29700,2007
29700,2007
2850,2000
2850,2000
61510,2010
61510,2010
70200,2010
70200,2010
70200,2010
70210,2010
70210,2010
70210,2010
70210,2010
61520,2010
61520,2010
61500,2010
61500,2010
47790,2010
46450,2010
46450,2010
46450,2010
45750,2010
45750,2010
57800,2010
57800,2010
57800,2010
22380,2010
22380,2010
67000,2010
67000,2010
67000,2010
80300,2010
80300,2010
50000,2010
50000,2010
16868,2010
18040,2010
18040,2010
18040,2010
71115,2010
71115,2010
34317,2010
71114,2010
71112,2010
71113,2010
71113,2010
34319,2010
34316,2010
34315,2010
6120,2010
6120,2010
35460,2010
35460,2010
35460,2010
32500,2010
62000,2010
62000,2010
33570,2010
33570,2010
33570,2010
63700,2010
63700,2010
63700,2010
46362,2010
46362,2010
49320,2010
72400,2010
72400,2010
42964,2010
43011,2010
33980,2010
65710,2009
33990,2010
33950,2007
33950,2007
65400,2010
65400,2010
42700,2010
38923,2010
38923,2010
15740,2010
15740,2010
15740,2010
38924,2010
38924,2010
15750,2010
15750,2010
15750,2010
45500,2010
45500,2010
31290,2010
12100,2002
12120,2005
35135,2011
35135,2011
35137,2011
35137,2011
35138,2011
35138,2011
35136,2011
35136,2011
12110,2003
33390,2011
33390,2011
92300,2011
92300,2011
80000,2011
80000,2011
80000,2011
47780,2011
51060,2011
51060,2011
65080,2011
63200,2011
63200,2011
63200,2011
63200,2011
60340,2011
60340,2011
60340,2011
71116,2011
71161,2011
71119,2011
71118,2011
71117,2011
71166,2011
71165,2011
71163,2011
71163,2011
71164,2011
71160,2011
71120,2011
47890,2009
48802,2011
47896,2010
47892,2009
47894,2010
47893,2010
47895,2010
42000,2011
42000,2011
47570,2011
47897,2011
57700,2011
57700,2011
57700,2011
63660,2011
63660,2011
90504,2011
7520,2011
9930,2011
24449,2011
41814,2011
41814,2011
41814,2011
42925,2011
57650,2011
57650,2011
40407,2011
40407,2011
33770,2011
47800,2011
18408,2011
18408,2011
63710,2011
63710,2011
55100,2011
80200,2011
80200,2011
80200,2011
80200,2011
92400,2011
56435,2011
56433,2011
56432,2011
56431,2011
39120,2013
39120,2013
39120,2013
56437,2011
94000,2011
94000,2011
56434,2011
92700,2011
73012,2011
48803,2011
56536,2011
44620,2011
91200,2011
91200,2011
91200,2011
46790,2010
73170,2011
57655,2011
57655,2011
70000,2011
70000,2011
57730,2011
620,2011
620,2011
42918,2011
42918,2011
91600,2011
91600,2011
91600,2011
91600,2011
73020,2011
56482,2011
56438,2011
56481,2011
98200,2011
98200,2011
56480,2011
72905,2011
72905,2011
72905,2011
22450,2011
22450,2011
42140,2011
42140,2011
42140,2011
47898,2011
73181,2011
73031,2011
73031,2011
9992,2011
9992,2011
46490,2009
46480,2005
42718,2011
39160,2011
39160,2011
57900,2011
102700,2011
102700,2011
9880,2009
9880,2009
9880,2009
22520,2011
73014,2011
7530,2011
95700,2011
49470,2011
91810,2011
91810,2011
49604,2011
49604,2011
49604,2011
98210,2011
98210,2011
97000,2011
97000,2011
46760,2011
46830,2011
73035,2011
73035,2011
46840,2011
21100,2011
73037,2011
73037,2011
73036,2011
73036,2011
24635,2011
901679,2011
901679,2011
25810,2011
99100,2011
99100,2011
44660,2011
90209,2011
25809,2011
42903,2011
22631,2011
22634,2011
22633,2011
57656,2011
57656,2011
22632,2011
94590,2011
94590,2011
35425,2011
73192,2011
105700,2011
105700,2011
105700,2011
72750,2011
72750,2011
56538,2011
61100,2011
61100,2011
65228,2011
55205,2011
102200,2011
102200,2011
102200,2011
64013,2011
15522,2011
15522,2011
63802,2011
63802,2011
63802,2011
63802,2011
92302,2011
92302,2011
73183,2011
42210,2010
65790,2011
65790,2011
65790,2011
92803,2011
92803,2011
57690,2011
57690,2011
42220,2011
42230,2010
111000,2011
111000,2011
73193,2011
38740,2011
38740,2011
99612,2011
99614,2011
91604,2011
70120,2011
107200,2011
107200,2011
107200,2011
107200,2011
97108,2011
97106,2011
97107,2011
56487,2011
72760,2011
72760,2011
99910,2011
99910,2011
99910,2011
99910,2011
99910,2011
18070,2011
18070,2011
18070,2011
55150,2011
63940,2011
98400,2012
98400,2012
73194,2011
46520,2011
46520,2011
22230,2011
22230,2011
22230,2011
22230,2011
35450,2011
35450,2011
35450,2011
33420,2011
33420,2011
73185,2011
49473,2011
73210,2011
73210,2011
73210,2011
110600,2011
110600,2011
200080,2010
200440,2011
111400,2011
111400,2011
57923,2011
48220,2011
48220,2011
9420,2011
113200,2011
113200,2011
113200,2011
113200,2011
90208,2011
200230,2011
200230,2011
9350,2007
901776,2011
901776,2011
901776,2011
901776,2011
201100,2011
201100,2011
80202,2011
80202,2011
80202,2011
80202,2011
80204,2011
80204,2011
80204,2011
80204,2011
34842,2011
95900,2011
95900,2011
80207,2011
80207,2011
80207,2011
80207,2011
45770,2011
45770,2011
18080,2011
18080,2011
18080,2011
200670,2011
108210,2011
108210,2011
108210,2011
65231,2011
115100,2011
115100,2011
115100,2011
47930,2011
41816,2011
41816,2011
41816,2011
201480,2011
201480,2011
201480,2011
200130,2011
200130,2011
200130,2011
201490,2011
201490,2011
65610,2011
43190,2011
43190,2011
102622,2011
102622,2011
102622,2011
39270,2011
39270,2011
24200,2011
24200,2011
24200,2011
24200,2011
24200,2011
57696,2011
57696,2011
71340,2011
202670,2011
102623,2011
102623,2011
102623,2011
115300,2011
110800,2011
110800,2011
110810,2011
110810,2011
64016,2011
94202,2011
94202,2011
202521,2011
202521,2011
202521,2011
61310,2011
61310,2011
73092,2011
73092,2011
91100,2011
91100,2011
73091,2011
73091,2011
34345,2011
201272,2011
73058,2011
73058,2011
25812,2011
46350,2010
202200,2011
24083,2011
113400,2011
113400,2011
113400,2011
80340,2012
80340,2012
64017,2011
35429,2011
201510,2011
201877,2011
203700,2011
203700,2011
203700,2011
57695,2011
57695,2011
23530,2011
49475,2011
55344,2011
55341,2011
98820,2011
98820,2011
98820,2011
55340,2011
49337,2011
55343,2011
201310,2011
201310,2011
35720,2013
35720,2013
35720,2013
204381,2011
204381,2011
204381,2011
203990,2011
203990,2011
204030,2011
204030,2011
204030,2011
200620,2011
202452,2011
202452,2011
204380,2011
204380,2011
204380,2011
55395,2011
200610,2011
55471,2011
55473,2011
55472,2011
55470,2011
55347,2011
23553,2011
23551,2011
23550,2011
200390,2012
200390,2012
65244,2012
24480,2012
24480,2012
24488,2012
24488,2012
204340,2005
204340,2005
203510,2012
203510,2012
203510,2012
9900,2010
9900,2010
9900,2010
204386,2012
204386,2012
204386,2012
204385,2012
204385,2012
204385,2012
57740,2012
57740,2012
57740,2012
204390,2012
204390,2012
42968,2012
105800,2012
105800,2012
105800,2012
111100,2012
111100,2012
111100,2012
203210,2012
203210,2012
203210,2012
205160,2012
205160,2012
203770,2012
203770,2012
203770,2012
203772,2012
203773,2012
92620,2012
92620,2012
108710,2012
108710,2012
24065,2010
73039,2012
73039,2012
10220,2011
108110,2012
108110,2012
200210,2012
200210,2012
200210,2012
200210,2012
200210,2012
42905,2012
55381,2012
204440,2012
204440,2012
205690,2012
205690,2012
201882,2012
201882,2012
207490,2012
207490,2012
206760,2012
65249,2012
206710,2012
108500,2012
108500,2012
108500,2012
206690,2012
206690,2012
206690,2012
205830,2012
205830,2012
205830,2012
108726,2012
108726,2012
47932,2012
115110,2012
115110,2012
203560,2012
203560,2012
65246,2012
65253,2012
207420,2012
207420,2012
207420,2012
73060,2012
207790,2012
207710,2012
207710,2012
207710,2012
204388,2012
204388,2012
204388,2012
204382,2012
204382,2012
204382,2012
207250,2012
207250,2012
208110,2012
208110,2012
208540,2012
208540,2012
208540,2012
19320,2012
19320,2012
19320,2012
207320,2012
207320,2012
207320,2012
65733,2012
204180,2012
204180,2012
204180,2012
55382,2012
110630,2012
110630,2012
102850,2012
102850,2012
102850,2012
102510,2012
102510,2012
201271,2012
205840,2012
109500,2012
109500,2012
206416,2012
206416,2012
208630,2012
208630,2012
208640,2012
208640,2012
205630,2012
205630,2012
206610,2012
206610,2012
65252,2012
208541,2012
208541,2012
208541,2012
202310,2012
202690,2012
202690,2012
204560,2012
204560,2012
204560,2012
65255,2012
207430,2012
207430,2012
207430,2012
202524,2012
202524,2012
202524,2012
213530,2012
213390,2012
213390,2012
280720,2014
280720,2014
280720,2014
280720,2014
202370,2012
206881,2012
206881,2012
40390,2012
204383,2012
204383,2012
204383,2012
204383,2012
40392,2012
40392,2012
203750,2012
209370,2012
98300,2012
98300,2012
98300,2012
98300,2012
201277,2012
55397,2012
211206,2012
65258,2012
108232,2012
108232,2012
108232,2012
206714,2012
203344,2012
203344,2012
203344,2012
41014,2010
41014,2010
41019,2012
41019,2012
210230,2012
211800,2012
211800,2012
65256,2012
65218,2012
209100,2012
211010,2012
211010,2012
211010,2012
205530,2012
205530,2012
205530,2012
90207,2012
108230,2012
108230,2012
108230,2012
108200,2012
108200,2012
108200,2012
208281,2012
208284,2012
207350,2012
207350,2012
207350,2012
208545,2012
208545,2012
208545,2012
213370,2012
204100,2012
203766,2012
203765,2012
204182,2012
204182,2012
212500,2012
212500,2012
212500,2012
209790,2012
209790,2012
207080,2012
42170,2012
42170,2012
42170,2012
42170,2012
42170,2012
213330,2012
213330,2012
204900,2012
204900,2012
212160,2012
212160,2012
212160,2012
212160,2012
212160,2012
210561,2012
42696,2012
213030,2012
213030,2012
203830,2012
203830,2012
213195,2012
213195,2012
206480,2012
206480,2012
206480,2012
206480,2012
206480,2012
212630,2012
210893,2012
203778,2012
200010,2012
200010,2012
17080,2012
17080,2012
210933,2012
214170,2002
210892,2012
92622,2012
92622,2012
205550,2012
205550,2012
205550,2012
204384,2012
204384,2012
97368,2012
97364,2012
210041,2012
97371,2012
97369,2012
210056,2012
210057,2012
210062,2012
210055,2012
48231,2012
48231,2012
210039,2012
210038,2012
210037,2012
210036,2012
210035,2012
210052,2012
210043,2012
210064,2012
210063,2012
210065,2012
210067,2012
210066,2012
210069,2012
210072,2012
210073,2012
213350,2012
20828,2012
20828,2012
215200,2012
214980,2012
215160,2012
215000,2012
210068,2012
207650,2012
207650,2012
207650,2012
207380,2012
207655,2012
207655,2012
207400,2012
108233,2012
108233,2012
108233,2012
108700,2012
108700,2012
208355,2012
215243,2012
208365,2012
210931,2012
209270,2012
209270,2012
208283,2012
115120,2012
115120,2012
215241,2012
215240,2012
212010,2012
212010,2012
212010,2012
212010,2012
730,2012
208580,2005
217290,2010
217290,2010
217290,2010
207670,2012
207670,2012
208292,2012
208341,2012
208342,2012
216458,2012
216454,2012
216447,2012
216449,2012
216444,2012
72000,2012
216455,2012
216434,2012
216432,2012
216433,2012
216448,2012
216431,2012
216461,2012
216462,2012
206450,2012
200260,2012
200260,2012
206440,2011
206440,2011
206440,2011
214970,2012
214970,2012
216468,2012
61730,2012
61730,2012
61730,2012
214981,2012
33934,2012
33934,2012
205950,2012
97350,2012
204312,2012
204312,2012
204312,2012
204310,2012
204310,2012
204310,2012
204308,2012
204308,2012
204308,2012
204309,2012
204309,2012
204309,2012
204307,2012
204307,2012
204307,2012
204304,2012
204304,2012
204304,2012
48232,2012
48232,2012
210016,2012
210018,2012
210017,2012
210012,2012
210019,2012
210013,2012
205650,2012
214570,2012
65740,2012
65740,2012
100980,2012
205063,2012
205063,2012
209670,2012
209670,2012
209670,2012
217962,2012
205060,2012
205060,2012
213230,2012
213230,2012
97380,2012
97384,2012
97385,2012
97389,2012
97381,2012
206146,2012
206146,2012
97388,2012
97382,2012
215510,2012
215510,2012
208200,2012
207870,2012
207870,2012
215247,2012
215247,2012
215246,2012
215246,2012
222680,2012
222680,2012
222680,2012
222680,2012
210901,2012
206141,2012
206141,2012
206120,2012
206120,2012
206133,2012
206133,2012
206119,2012
206119,2012
206117,2012
206117,2012
206114,2012
206114,2012
206113,2012
206113,2012
206106,2012
206106,2012
206111,2012
206111,2012
206131,2012
206131,2012
206144,2012
206144,2012
206094,2012
206094,2012
206156,2012
206156,2012
206123,2012
206123,2012
206122,2012
206122,2012
206107,2012
206107,2012
206102,2012
206102,2012
206148,2012
206148,2012
206142,2012
206142,2012
206160,2012
206160,2012
206140,2012
206140,2012
206155,2012
206155,2012
206101,2012
206101,2012
206095,2012
206095,2012
206099,2012
206099,2012
205190,2012
205190,2012
219910,2012
219910,2012
218090,2012
218090,2012
215470,2012
215470,2012
206151,2012
206151,2012
206118,2012
206118,2012
223220,2012
223220,2012
205632,2012
205632,2012
200370,2012
200370,2012
209811,2012
219150,2012
219150,2012
215245,2012
215245,2012
215248,2012
215248,2012
204734,2012
204734,2012
204734,2012
204734,2012
204734,2012
209080,2012
209080,2012
209080,2012
209080,2012
4720,2006
219760,2004
73120,2012
73120,2012
219780,2012
206174,2012
206174,2012
206175,2012
206175,2012
223470,2003
223470,2003
223470,2003
203680,2012
220740,2012
220740,2012
216130,2012
216130,2012
113405,2012
113405,2012
113405,2012
208830,2012
200188,2012
205541,2012
205541,2012
205541,2012
207040,2012
207040,2012
223730,2012
223730,2012
223730,2012
222140,2012
222140,2012
222140,2012
200490,2012
215309,2012
215303,2012
215311,2012
202970,2012
202193,2012
202193,2012
215253,2012
215253,2012
220803,2012
216331,2012
216331,2012
220805,2012
220804,2012
220806,2012
220807,2012
215930,2004
215930,2004
216414,2012
216413,2012
216412,2012
216421,2012
216417,2012
216420,2012
223593,2012
223592,2012
223594,2012
208833,2012
208842,2012
208834,2012
208841,2012
200185,2012
208361,2012
223510,2012
223510,2012
223510,2012
209201,2012
209201,2012
225020,2012
209190,2012
209190,2012
44690,2005
44690,2005
44690,2005
24676,2012
221830,2012
221830,2012
227000,2012
227000,2012
222222,2012
222222,2012
222221,2012
222221,2012
212200,2012
212200,2012
212200,2012
212200,2012
212200,2012
212200,2012
212200,2012
209950,2012
209950,2012
209950,2012
224300,2003
224300,2003
224920,2012
224920,2012
224940,2001
224940,2001
208319,2012
224900,2012
224900,2012
224900,2012
208491,2012
208491,2012
215972,2012
215972,2012
215972,2012
222061,2012
222061,2012
105000,2012
105000,2012
222058,2012
222058,2012
219950,2012
65216,2011
226350,2012
226350,2012
214987,2012
214988,2012
209460,2012
205634,2012
205634,2012
222066,2012
222066,2012
222065,2012
222065,2012
222063,2012
222063,2012
222062,2012
222062,2012
225640,2012
65239,2012
209801,2012
209801,2012
218700,2013
218700,2013
220813,2013
220812,2013
211280,2013
211280,2013
220811,2013
70616,2013
222545,2013
215710,2013
215710,2013
215710,2013
203060,2013
203060,2013
228600,2013
228600,2013
41817,2013
41817,2013
41817,2013
222076,2013
222076,2013
226370,2013
226370,2013
219136,2013
225821,2013
225821,2013
225822,2013
225822,2013
22521,2013
22521,2013
225823,2013
225823,2013
225826,2013
225826,2013
225828,2013
225828,2013
225825,2013
225825,2013
209545,2013
209545,2013
209545,2013
209540,2013
209540,2013
209540,2013
221810,2013
228400,2013
228400,2013
219152,2013
219152,2013
220440,2013
220440,2013
18523,2013
18523,2013
227800,2013
227800,2013
230760,2013
230760,2013
206718,2013
222083,2013
222083,2013
222086,2013
222086,2013
222084,2013
222084,2013
222085,2013
222085,2013
222087,2013
222087,2013
210085,2013
210084,2013
210083,2013
231140,2013
210087,2013
210113,2013
226390,2013
226390,2013
224820,2013
224820,2013
215373,2013
215373,2013
228320,2013
228320,2013
228320,2013
228320,2013
209850,2013
209850,2013
209850,2013
222093,2013
222093,2013
222095,2013
222095,2013
222094,2013
222094,2013
227760,2013
227760,2013
227130,2013
222098,2013
222098,2013
222097,2013
222097,2013
222096,2013
222096,2013
212673,2013
229751,2013
229751,2013
222099,2013
222099,2013
223597,2013
222100,2013
222100,2013
222102,2013
222102,2013
222101,2013
222101,2013
223793,2013
222138,2013
222138,2013
233410,2013
213197,2013
213197,2013
213197,2013
213197,2013
209202,2013
209202,2013
226740,2013
226740,2013
226740,2013
226740,2013
226740,2013
230150,2013
230150,2013
230150,2013
207000,2013
207000,2013
207000,2013
230900,2013
222660,2013
222660,2013
222554,2013
220160,2013
220160,2013
223732,2013
216174,2013
216174,2013
216174,2013
216174,2013
232770,1997
232770,1997
221040,2013
221040,2013
232530,2013
232530,2013
223280,2013
223280,2013
234180,2013
234180,2013
234180,2013
234900,2013
234900,2013
234900,2013
208796,2013
208796,2013
208793,2013
208793,2013
208792,2013
208792,2013
208790,2013
208790,2013
208804,2013
208804,2013
208805,2013
208805,2013
208806,2013
208806,2013
208810,2013
208810,2013
234780,2013
208814,2013
208814,2013
233470,2013
233470,2013
233470,2013
233550,2013
233550,2013
222574,2013
230650,2013
230650,2013
230650,2013
230650,2013
227220,2013
227220,2013
227220,2013
227220,2013
227220,2013
222556,2013
98609,2013
98609,2013
98609,2013
98609,2013
228440,2013
228440,2013
235130,2013
235130,2013
235130,2013
230885,2013
230885,2013
230885,2013
234779,2013
234778,2013
234776,2013
222576,2013
234775,2013
227090,2013
227090,2013
227080,2013
227080,2013
234777,2013
233720,2013
233720,2013
233720,2013
203343,2013
203343,2013
203343,2013
230330,2013
227480,2013
232050,2013
232050,2013
222380,2013
215004,2013
229250,2013
215002,2013
232750,2013
232750,2013
234710,2013
234710,2013
220660,2013
220660,2013
235780,2013
235780,2013
210770,2013
210770,2013
210770,2013
234290,2013
234290,2013
234290,2013
234820,2017
234820,2017
234820,2017
234820,2017
208817,2013
208817,2013
208818,2013
208818,2013
208809,2013
208809,2013
230887,2013
230887,2013
230887,2013
208813,2013
208813,2013
222575,2013
222730,2013
222730,2013
222730,2013
219098,2013
227380,1983
227380,1983
227380,1983
235070,2013
235070,2013
209548,2013
209548,2013
209548,2013
235150,2013
235150,2013
235150,2013
222480,2013
222480,2013
229755,2013
229755,2013
210904,2013
226660,2013
210908,2013
219445,2013
219444,2013
219447,2013
222120,2013
222120,2013
219446,2013
229758,2013
229758,2013
228300,2013
228300,2013
208812,2013
208812,2013
208791,2013
208791,2013
229621,2013
229621,2013
229622,2013
229622,2013
214331,2013
214331,2013
228601,2013
228601,2013
229752,2013
229752,2013
236290,2013
208470,2013
208470,2013
208470,2013
222581,2013
236790,2013
236790,2013
237570,2013
237570,2013
238930,2013
238930,2013
238930,2013
238930,2013
235360,2013
235360,2013
235360,2013
235360,2013
231489,2013
231488,2013
231487,2013
231486,2013
231483,2013
208375,2013
230892,2013
230892,2013
230892,2013
238950,2013
238950,2013
208348,2013
219442,2013
208349,2013
230891,2013
230891,2013
230891,2013
231740,2013
231740,2013
229480,2013
229480,2013
229480,2013
235230,2013
213901,2013
226664,2013
226663,2013
2028850,2013
226662,2013
218550,2013
218550,2013
232647,2013
223598,2013
237030,2013
237030,2013
237030,2013
237030,2013
231430,2013
219624,2013
219623,2013
213892,2013
207011,2013
207011,2013
207011,2013
224160,2013
224160,2013
224161,2013
224161,2013
224163,2013
224163,2013
224165,2013
224165,2013
213894,2013
224162,2013
224162,2013
213890,2013
224167,2013
224167,2013
224168,2013
224168,2013
224164,2013
224164,2013
237110,2013
224166,2013
224166,2013
239370,2013
239370,2013
239370,2013
239380,2013
239380,2013
239380,2013
239800,2013
239800,2013
207620,2013
210945,2013
210944,2013
210943,2013
239660,2013
239660,2013
225360,2013
225360,2013
243360,2013
243360,2013
225160,1997
39140,2013
230691,2013
230691,2013
230691,2013
230691,2013
222589,2013
221167,2013
221167,2013
220285,2013
220285,2013
235580,2013
218065,2013
218065,2013
201420,2013
201420,2013
201420,2013
205080,2013
205080,2013
237590,2013
205083,2013
205083,2013
233370,2013
241320,2013
241320,2013
219443,2013
231463,2013
231455,2013
221166,2013
221166,2013
243442,2013
243442,2013
234650,2013
234650,2013
234650,2013
