id,genres,playtime_forever
41500,RPG,1775093.0
24800,Strategy,818077.0
42800,Strategy,973.0
39560,Action,12563.0
39550,RPG,70604.0
40330,Adventure,9795.0
40320,Strategy,3602.0
31200,Adventure,28147.0
3130,Strategy,49028.0
41100,Action,47629.0
39540,Action,79992.0
34640,Strategy,2183.0
34630,Strategy,1816.0
41000,Action,423155.0
40340,Adventure,2343.0
17450,RPG,2583332.0
37100,Action,3414.0
37500,Indie,2466.0
42810,Strategy,3914.0
10180,Action,5547750.0
32440,Adventure,619046.0
11450,RPG,397501.0
12710,RPG,305128.0
24790,Strategy,556946.0
29120,Indie,8576.0
24810,Strategy,355778.0
41800,Indie,306999.0
45300,Simulation,246339.0
41900,Action,48762.0
35420,Action,119639.0
32430,Action,712220.0
22370,RPG,5762510.0
38080,Simulation,974.0
38090,Simulation,166.0
38100,Simulation,297.0
38070,Casual,373.0
38210,Casual,828.0
45700,Action,293811.0
46410,Action,19302.0
38110,Simulation,9967.0
17570,Action,619130.0
38130,Casual,4731.0
38160,Casual,110.0
38150,Casual,364.0
38120,Casual,2229.0
38140,Casual,3904.0
36300,Casual,880.0
36310,Strategy,920.0
36320,Adventure,0.0
37030,Strategy,25854.0
32450,Adventure,155591.0
44100,Action,5180.0
46250,Action,6644.0
38180,Casual,1239.0
41050,Action,59140.0
48700,Action,39616648.0
39900,Action,38.0
49900,Action,44755.0
42120,Action,130636.0
12220,Action,4127878.0
45730,Action,1611.0
45400,Indie,49970.0
49600,Action,493469.0
43500,Simulation,7326.0
40930,Adventure,22938.0
39640,Action,2285.0
39630,Action,1434.0
23150,Casual,732.0
50940,Casual,236.0
50920,Casual,626.0
37340,Casual,22.0
37390,Casual,896.0
37310,Casual,821.0
37360,Casual,215.0
49000,Casual,1062.0
37330,Casual,102.0
37320,Casual,365.0
37370,Casual,48.0
37380,Casual,0.0
19080,Action,106.0
19030,Action,2467.0
49800,Action,18141.0
33650,Casual,22466.0
33660,Casual,369.0
34270,Action,296875.0
34010,Action,234659.0
22610,Action,43825.0
24780,Simulation,1358050.0
33670,Strategy,73871.0
40420,Casual,7697.0
34920,Action,4218.0
46720,RPG,406.0
28000,Action,94169.0
39680,Simulation,235679.0
63900,Strategy,12602.0
50130,Action,2824310.0
47540,RPG,126887.0
50510,Action,7301.0
42980,Strategy,13761.0
48800,Simulation,137588.0
22600,Strategy,864012.0
46770,Indie,63147.0
65700,Action,71592.0
42960,Strategy,1814459.0
24640,Simulation,3002.0
4850,Strategy,46090.0
57640,Adventure,33566.0
62100,Casual,60610.0
70300,Action,208191.0
57300,Action,1429339.0
70400,RPG,563410.0
46600,Action,3320.0
70100,Simulation,135720.0
70110,Indie,109788.0
38600,Casual,289297.0
57620,Strategy,63598.0
63910,RPG,166778.0
8930,Strategy,82380684.0
41060,Action,37209.0
70900,Indie,62849.0
9940,Action,42871.0
22650,Action,32419.0
50620,Action,1673629.0
2840,Simulation,14328.0
42920,Strategy,21507.0
2850,Simulation,1001.0
61510,RPG,33840.0
70200,Adventure,12478.0
70210,Adventure,23944.0
61520,RPG,43926.0
61500,RPG,31293.0
47790,Action,430740.0
46450,Indie,41449.0
45750,Action,126411.0
57800,Adventure,7633.0
22380,Action,34473323.0
67000,Action,10971.0
80300,Adventure,8414.0
50000,Indie,9784.0
18040,Action,59211.0
6120,Action,85322.0
35460,Action,57795.0
32500,Action,425819.0
62000,Action,32188.0
33570,RPG,28761.0
63700,Action,75019.0
49320,Casual,956.0
72400,Adventure,1445.0
33980,Action,4298.0
65710,Casual,521.0
33990,Adventure,851.0
33950,Casual,3668.0
65400,Strategy,2851.0
42700,Action,8752303.0
15740,Action,63215.0
15750,Action,105010.0
45500,Casual,25222.0
31290,Adventure,100625.0
12100,Action,304821.0
12120,Action,3224187.0
12110,Action,814989.0
33390,Action,248.0
92300,Action,52130.0
80000,Action,15839.0
47780,Action,638127.0
51060,Adventure,1736.0
65080,Adventure,1304.0
63200,Action,494279.0
60340,Action,7560.0
47890,Simulation,6412164.0
42000,Casual,1696.0
47570,Casual,509.0
57700,Action,3096.0
63660,Adventure,5291.0
7520,RPG,526043.0
9930,Racing,1038354.0
57650,RPG,93383.0
33770,RPG,10839.0
47800,Strategy,50552.0
63710,Action,334605.0
55100,Action,659798.0
80200,Casual,30658.0
92400,Indie,783.0
39120,Free to Play,7437432.0
94000,Indie,2161.0
92700,Action,1562.0
44620,Racing,73888.0
91200,Action,175080.0
46790,Strategy,10559.0
73170,Strategy,261306.0
70000,Action,1167320.0
57730,Strategy,31048.0
620,Action,26439449.0
91600,Action,1413934.0
73020,Strategy,146441.0
98200,Indie,400447.0
22450,Action,35630.0
42140,Adventure,25745.0
46490,Adventure,8132.0
46480,Adventure,19137.0
39160,Action,289722.0
57900,Action,673659.0
102700,Action,290982.0
9880,Free to Play,2055759.0
7530,Strategy,12043.0
95700,Indie,945.0
49470,Strategy,943833.0
91810,Indie,7128.0
97000,Indie,302457.0
46760,Strategy,582.0
46830,Strategy,747.0
46840,Strategy,145.0
21100,Action,729225.0
99100,Action,15889.0
44660,Racing,73871.0
94590,Adventure,27121.0
105700,Action,3167.0
61100,Indie,19665.0
102200,Adventure,42659.0
42210,Adventure,2796.0
65790,Action,221406.0
57690,Simulation,2853513.0
42220,Adventure,3975.0
42230,Adventure,2190.0
111000,Indie,1683.0
38740,Action,80045.0
70120,Indie,87065.0
107200,Action,1084333.0
99910,Adventure,426680.0
18070,Action,28441.0
55150,Action,2123562.0
63940,Strategy,64886.0
98400,Action,106034.0
46520,Action,4780.0
22230,Action,230586.0
35450,Action,9225814.0
33420,Action,78996.0
73210,RPG,27866.0
110600,Action,1436.0
200080,Adventure,8178.0
111400,Action,35522.0
48220,RPG,1526309.0
9420,Strategy,2215714.0
113200,Action,16383565.0
200230,Racing,28656.0
9350,Strategy,369062.0
95900,Action,47953.0
45770,Action,329246.0
200670,Strategy,19918.0
108210,Casual,16322.0
115100,Adventure,221209.0
201480,Action,14684.0
200130,Casual,19990.0
201490,Simulation,19397.0
65610,RPG,3971.0
43190,Action,31501.0
71340,Action,739904.0
202670,Adventure,1868.0
110800,Adventure,2124648.0
61310,Indie,10991.0
91100,Indie,40783.0
46350,Strategy,908.0
202200,Strategy,308370.0
113400,Action,14347147.0
80340,Adventure,12752.0
201510,Racing,13167.0
23530,Action,75889.0
201310,Action,579687.0
35720,Action,1419758.0
203990,Action,10835.0
204030,Action,933478.0
200390,Indie,31742.0
24480,RPG,48017.0
204340,Action,189079.0
203510,Action,45513.0
9900,Free to Play,7464778.0
57740,RPG,325588.0
204390,Action,3889.0
105800,Action,38695.0
111100,Casual,28636.0
203210,Action,49888.0
203770,RPG,9877451.0
108710,Action,1006373.0
10220,Action,77290.0
108110,RPG,5450.0
200210,Action,20181207.0
204440,Adventure,8601.0
205690,Adventure,10112.0
207490,Action,154794.0
206760,Action,4643.0
108500,Action,71993.0
206690,Casual,42203.0
205830,Action,3696.0
115110,Adventure,169820.0
203560,Casual,6454.0
207420,Action,44702.0
73060,Strategy,8188.0
207790,Simulation,5224.0
207710,Casual,267.0
207250,Indie,87086.0
208110,Adventure,3106.0
19320,Action,456.0
207320,Action,50725.0
204180,Adventure,70322.0
110630,Action,1226.0
102850,Action,22649.0
205840,Adventure,8035.0
109500,Action,1462.0
208630,Adventure,3280.0
208640,Adventure,3650.0
206610,Casual,65418.0
202310,Racing,52570.0
202690,Indie,19297.0
204560,Action,15159.0
207430,Casual,63625.0
280720,Indie,5995.0
202370,Action,416.0
40390,RPG,284095.0
203750,Action,125390.0
209370,Indie,68154.0
98300,Action,161619.0
210230,Adventure,0.0
211800,Casual,9599.0
209100,Action,90713.0
211010,Action,4097.0
205530,Indie,12125.0
108200,Casual,137760.0
207350,Action,150875.0
204100,Action,2099391.0
212500,Free to Play,2794339.0
209790,Indie,20462.0
207080,Indie,141565.0
42170,Action,84895.0
213330,Action,423444.0
212160,Action,3708302.0
213030,Indie,85930.0
203830,Adventure,30059.0
206480,Action,951191.0
212630,Action,584804.0
200010,Casual,297910.0
17080,Action,3048414.0
214170,RPG,46235.0
205550,Action,29313.0
213350,Action,1102.0
215160,Adventure,65183.0
207650,Action,120098.0
207380,Action,20189.0
207400,Action,31754.0
108700,Action,44184.0
209270,Indie,751137.0
115120,Action,96503.0
212010,Action,91628.0
730,Action,785184267.0
208580,RPG,2439848.0
217290,Action,9782.0
207670,Indie,1147.0
72000,Indie,42848.0
200260,Action,5270681.0
206440,Adventure,247287.0
214970,Action,82199.0
61730,Action,8675.0
205950,Action,143854.0
205650,Adventure,72530.0
214570,Action,12886.0
65740,Action,108611.0
100980,Animation &amp; Modeling,11370.0
209670,Action,321598.0
205060,Action,12724.0
215510,Adventure,58474.0
208200,Action,504006.0
205190,Casual,206925.0
219910,Adventure,40816.0
218090,Indie,66046.0
215470,Action,908722.0
223220,Action,89945.0
200370,Strategy,115711.0
219150,Action,2685425.0
209080,Action,3425754.0
4720,Action,45332.0
219760,RPG,9673.0
219780,RPG,241528.0
223470,Action,2132096.0
203680,Racing,17852.0
220740,Adventure,83291.0
216130,Indie,12518.0
207040,Action,12385.0
223730,Action,21504.0
222140,Action,44665.0
200490,Adventure,394.0
202970,Action,2826514.0
215930,RPG,25036.0
223510,Action,43574.0
225020,Action,17837.0
209190,Action,112013.0
44690,Racing,5008.0
221830,Adventure,8594.0
227000,Adventure,23786.0
212200,Action,1694382.0
209950,Strategy,112411.0
224300,Action,13931.0
224920,Action,21684.0
224940,Action,12300.0
224900,Action,7723.0
105000,Adventure,18297.0
219950,Adventure,4988.0
225640,RPG,186765.0
218700,Adventure,1184.0
211280,Action,9271.0
215710,Action,65297.0
209540,Action,158585.0
221810,Adventure,105629.0
228400,Action,143813.0
220440,Action,820705.0
227800,Action,14974.0
230760,Casual,302.0
231140,Simulation,275931.0
224820,Action,103028.0
228320,Action,12787.0
209850,Casual,2248.0
227760,Simulation,40211.0
233410,Action,1507.0
226740,Adventure,43710.0
230150,Adventure,17030.0
207000,Action,1594.0
222660,Action,30979.0
220160,Action,1012438.0
232770,Action,53377.0
221040,Action,1558107.0
223280,Indie,5279.0
234900,Action,58753.0
233470,Adventure,196082.0
233550,Action,8165.0
230650,Indie,28960.0
227220,Action,68392.0
228440,Indie,63086.0
227080,Adventure,36862.0
233720,Action,2104273.0
230330,Massively Multiplayer,80.0
227480,Action,276845.0
232050,Indie,194409.0
232750,Action,119324.0
234710,Casual,1816986.0
220660,Indie,288916.0
210770,Action,2458733.0
234290,Action,17192.0
234820,Education,9713.0
222730,Indie,547725.0
227380,Action,3582.0
235070,Action,7726.0
222480,Action,321017.0
228300,Action,311630.0
236290,Casual,4212.0
236790,Casual,30164.0
237570,Indie,52624.0
238930,Casual,23171.0
235360,Casual,162558.0
231740,Indie,376465.0
229480,Action,17656.0
231430,Strategy,11496852.0
237110,Action,1556771.0
239800,Action,76781.0
239660,Action,2004210.0
225360,Action,40321.0
243360,Racing,74340.0
225160,Action,137512.0
39140,RPG,1504005.0
201420,Adventure,60847.0
205080,Action,13577.0
237590,Action,20057.0
233370,Adventure,18661.0
241320,Adventure,41672.0
234650,Adventure,800425.0
238870,Action,11940.0
241410,Action,111414.0
237550,Adventure,2800.0
228960,Indie,72023.0
234080,Action,152215.0
217140,Action,139242.0
210870,Indie,14637.0
242630,Casual,0.0
243950,Action,233001.0
231040,Action,52679.0
241620,Indie,32832.0
237630,Action,82806.0
233840,Strategy,293665.0
242570,Indie,132535.0
244870,Action,172148.0
226720,Action,161983.0
243780,Strategy,68293.0
244070,Casual,70930.0
240340,Action,384.0
250110,Action,28638.0
244710,Adventure,52961.0
246800,Action,5492.0
239820,Casual,3416608.0
111900,Action,93275.0
238320,Action,768588.0
231310,Adventure,22342.0
227600,Adventure,21412.0
259020,Action,2404.0
249930,Simulation,1861.0
226960,Casual,45662.0
246980,Adventure,18142.0
242780,Adventure,28333.0
244810,Action,22422.0
248490,Adventure,66452.0
248350,Action,24664.0
237740,Action,89950.0
249680,Action,25084.0
248470,Action,17576.0
243450,Action,63459.0
236450,Action,111222.0
242960,Action,7416.0
249870,Action,300516.0
217920,Action,23119.0
251370,Action,13111.0
220260,Casual,1638693.0
243040,Simulation,26024.0
244930,Free to Play,624790.0
221910,Adventure,1355777.0
247140,Casual,25144.0
250320,Adventure,1265256.0
248710,Action,5455.0
253900,Simulation,101666.0
251310,Adventure,9810.0
250460,Casual,73409.0
231720,Casual,21112.0
242820,Action,95892.0
242940,RPG,18290.0
244690,Adventure,17928.0
251410,Action,10198.0
245390,Adventure,31057.0
250500,Action,72491.0
214730,Action,37510.0
257220,Adventure,139.0
241910,Adventure,63185.0
248190,Adventure,19163.0
238010,Action,2524846.0
238430,Action,1486506.0
260250,Action,16101.0
252330,Action,137051.0
251850,Action,28996.0
259190,Action,731.0
259170,Action,9128.0
246580,Action,85638.0
247660,Action,75190.0
241540,Action,3103820.0
260000,Casual,857.0
260020,Casual,117.0
260040,Casual,344.0
259980,Casual,4003.0
259960,Casual,917.0
252730,Casual,3177.0
259940,Casual,453.0
253570,Action,10518.0
244090,Casual,52421.0
219830,Action,1467420.0
260060,Casual,788.0
226620,Adventure,183153.0
256050,Simulation,59859.0
248820,Action,5253464.0
251990,Indie,218906.0
108600,Indie,1766219.0
243280,Action,10400.0
240660,Action,594.0
255870,Action,30603.0
257750,Action,201959.0
260510,Simulation,11288.0
257770,Action,6581.0
248370,Simulation,8401.0
248630,Action,54491.0
258010,Action,52439.0
242050,Action,5380793.0
252070,Action,11762.0
258950,Adventure,10790.0
253370,Animation &amp; Modeling,25656.0
261700,Action,21809.0
263100,Indie,1353.0
260730,Action,3954.0
261940,Adventure,694.0
247370,Action,22130.0
252370,Adventure,12911.0
252710,Adventure,5448.0
253770,Simulation,19828.0
259600,Adventure,16505.0
260710,Adventure,397.0
260690,Adventure,832.0
266940,Casual,4383.0
252250,Indie,8416.0
257610,Design &amp; Illustration,1539.0
262940,Adventure,39747.0
257050,Action,54317.0
253110,Adventure,43475.0
257990,Casual,16615.0
259060,Indie,123415.0
109600,Action,6467508.0
248170,Animation &amp; Modeling,140060.0
259830,Action,6077.0
253410,Action,4511.0
259510,Action,26510.0
259470,Indie,17752.0
235400,Adventure,28885.0
246840,Action,56509.0
257120,Action,41181.0
263800,Strategy,0.0
259680,Adventure,304446.0
260190,Action,6859.0
262650,Animation &amp; Modeling,3749.0
267600,Simulation,38531.0
267610,Simulation,6041.0
260650,Action,1653.0
264240,Action,74664.0
94400,Action,384803.0
201040,Indie,11945.0
260210,Action,100002.0
267900,Action,9084.0
267920,Action,39722.0
245050,RPG,23125.0
261740,Action,645.0
269150,Action,665.0
222880,Action,11321864.0
257630,Action,3150.0
263560,Adventure,23006.0
269210,Action,1112434.0
262790,Action,71574.0
249570,Indie,30044.0
263320,Indie,28987.0
271550,Casual,8961.0
267980,Strategy,47671.0
253790,Indie,10305.0
224480,Action,622577.0
263880,Action,8612.0
275350,Indie,10665.0
269230,Action,8146.0
237890,Adventure,309209.0
269570,Education,7871.0
263300,Action,99111.0
276440,Casual,789.0
10270,RPG,13664.0
265690,Adventure,6353.0
224040,Action,1469.0
257870,Adventure,4111.0
263460,Adventure,10137.0
250180,Action,224171.0
261960,Adventure,1150.0
271820,Adventure,39991.0
242920,Indie,3996666.0
253750,Action,24985.0
275810,Casual,1708.0
275830,Casual,958.0
265890,Casual,50685.0
271900,Casual,77993.0
258760,Indie,9332.0
269030,Indie,29695.0
265610,Adventure,331906.0
279160,Action,15070.0
277590,Action,79621.0
239250,Action,87291.0
247000,Indie,432161.0
266170,Action,25542.0
273760,Simulation,3108.0
270310,Adventure,3532.0
214550,Casual,61431.0
255280,Adventure,22113.0
251470,Action,123346.0
280640,Action,8707.0
251510,Action,5117.0
285800,Casual,21381.0
266010,Casual,219159.0
265870,Adventure,21000.0
258180,Action,69933.0
233150,Action,263514.0
270330,Action,7085.0
280560,Action,5479.0
262390,Action,33163.0
274980,Indie,19414.0
283880,Adventure,20196.0
275330,Casual,5.0
281560,Adventure,56.0
276380,Casual,0.0
279420,Casual,2458.0
218820,Action,223342.0
270050,Adventure,38353.0
266370,Action,306.0
287740,Adventure,3.0
282880,Casual,43875.0
286460,Adventure,1249.0
284710,Adventure,77406.0
283370,Action,768.0
289340,Strategy,3655.0
289380,RPG,1.0
289440,Strategy,6469.0
289480,Action,9270.0
289280,Action,1196.0
288040,Adventure,3953.0
289600,RPG,16645.0
286320,Adventure,15263.0
240970,Action,50721.0
287020,Adventure,14132.0
292350,Education,3361.0
277430,Action,163954.0
269110,Adventure,40165.0
291150,Casual,52775.0
286500,Adventure,5246.0
291290,Adventure,876.0
283040,Adventure,22355.0
269550,Audio Production,35.0
291450,Indie,8297.0
290280,Action,14738.0
280680,Design &amp; Illustration,688.0
246680,Action,6362.0
284000,Adventure,365.0
284020,Adventure,2181.0
283920,Adventure,2524.0
271570,Action,43460.0
284950,Casual,85283.0
283960,Adventure,16809.0
292880,Adventure,292.0
283940,Adventure,9966.0
293420,Action,224.0
260130,Adventure,97293.0
263540,Free to Play,297331.0
282760,Casual,44819.0
280380,Action,160.0
289800,Adventure,737.0
291270,Action,6346.0
279480,Casual,70617.0
292160,Strategy,5977.0
289360,RPG,27.0
289220,Action,8650.0
289460,Casual,374.0
289200,RPG,663.0
283270,Action,1029.0
286340,Adventure,96295.0
288730,Casual,1284.0
297570,Strategy,384.0
283660,Action,15275.0
252570,Action,13552.0
293960,Indie,2780.0
287720,Adventure,400.0
281280,Racing,3477.0
264080,Action,533.0
292390,Action,2917.0
292410,Racing,64989.0
284830,Adventure,19837.0
295770,Action,11918.0
296210,Simulation,23.0
289890,RPG,83423.0
289320,Adventure,45.0
279500,Adventure,121.0
250640,Action,7392.0
244830,Utilities,5.0
288500,Adventure,0.0
281220,Action,23839.0
227780,Action,44609.0
266050,Action,15612.0
274880,Indie,1401.0
264060,Adventure,11716.0
295730,Action,10060.0
286100,Action,116105.0
281900,Design &amp; Illustration,1.0
299070,Strategy,4518.0
268540,Adventure,25714.0
299100,Indie,0.0
273600,Action,1347.0
292760,Strategy,819.0
225600,Action,557980.0
265630,Action,2661706.0
296530,RPG,452.0
266490,Adventure,15863.0
252690,Indie,8733.0
269330,Adventure,8477.0
293320,Adventure,15357.0
260160,Action,19026.0
287200,Casual,4827.0
285420,Casual,10243.0
227060,Indie,40587.0
269790,Adventure,24490.0
284790,Adventure,20881.0
288690,Casual,1934.0
238460,Action,3841832.0
298140,Adventure,1324.0
282100,Action,43300.0
252550,Adventure,12284.0
268520,Action,177.0
244450,Action,2330501.0
299170,Adventure,212.0
299180,Adventure,1538.0
294720,Casual,35403.0
294670,Adventure,1521.0
300910,Action,1.0
292260,Adventure,2999.0
292800,Adventure,50210.0
294540,Adventure,1800.0
301190,Action,30326.0
300510,Casual,166.0
301150,Adventure,18555.0
277510,Action,11777.0
279520,Action,5723.0
290990,Casual,12697.0
293880,Adventure,6901.0
279540,Casual,270.0
248570,Action,2595634.0
290460,Casual,609.0
300540,Adventure,12490.0
266030,Free to Play,16734.0
299820,Adventure,30.0
290040,Action,5410.0
302460,Casual,593.0
289240,Strategy,322.0
293860,Adventure,20691.0
289180,Action,66209.0
261110,Action,103207.0
245620,RPG,1304786.0
272990,Casual,289.0
301700,Casual,1032.0
301200,Action,20771.0
301690,Casual,811.0
285050,Casual,14046.0
279560,Adventure,1515.0
294750,Action,9085.0
303940,Indie,555.0
244950,Adventure,1952.0
286380,Casual,3176.0
288650,Racing,506.0
294690,Adventure,771.0
293920,Casual,8432.0
295630,Indie,412.0
285110,Indie,4685.0
242760,Action,5911712.0
302470,RPG,7522.0
290770,Action,51125.0
301250,Casual,0.0
301360,Action,1095.0
283020,Indie,22954.0
303410,Adventure,7893.0
270510,Action,1559.0
284770,Adventure,21368.0
306200,Casual,3955.0
301730,Casual,535.0
279260,Adventure,10993.0
249610,Action,13207.0
247730,Action,1551690.0
293940,Action,13503.0
205090,Action,9689.0
263120,Adventure,137.0
261530,Action,31813.0
301460,Action,13309.0
251020,Simulation,19.0
268750,Action,1263645.0
286360,Adventure,34191.0
301740,Casual,1183.0
281750,Adventure,10640.0
305780,Adventure,6375.0
270570,Adventure,24226.0
256190,Action,36490.0
262900,Casual,21649.0
302290,Casual,7063.0
297490,Indie,14555.0
303790,RPG,11745.0
280040,Action,36519.0
263040,Adventure,4553.0
223830,Indie,356216.0
307640,RPG,37677.0
307090,Action,16057.0
298280,Action,3216.0
292930,Adventure,1489.0
303470,Action,3101.0
304290,Indie,20652.0
297100,Action,5457.0
300320,Strategy,16537.0
255260,Simulation,72263.0
256390,Racing,10812.0
284580,Action,210.0
230230,Adventure,1957520.0
283230,Adventure,18168.0
291480,Action,3073612.0
303880,Indie,104.0
302790,Action,11618.0
297590,Adventure,3148.0
241240,Casual,78323.0
252830,Action,5983.0
312020,Casual,91.0
285960,Action,3009.0
292910,Adventure,99381.0
293840,Action,2471.0
281060,Adventure,4902.0
252750,Action,5666.0
302120,Adventure,4891.0
302730,Adventure,379.0
300360,Adventure,11190.0
286730,Action,16.0
310830,Action,0.0
313960,Adventure,131.0
304500,Casual,10887.0
302390,Adventure,459.0
292180,Simulation,104724.0
293900,Action,7245.0
312220,Action,125.0
310070,Indie,14566.0
255420,Strategy,596001.0
302590,Action,48467.0
268850,Utilities,2055183.0
303590,Action,5189.0
294280,Action,197.0
311040,Strategy,5293.0
304350,Casual,11373.0
306480,Casual,1092.0
307990,Casual,1024.0
307930,Casual,4322.0
307920,Casual,555.0
307770,Casual,1260.0
313040,Action,1024.0
307900,Casual,2967.0
303840,Action,6086.0
305490,Adventure,12408.0
297290,Adventure,14805.0
292620,Indie,18460.0
305010,Action,5094.0
302170,Adventure,312.0
302130,Adventure,1791.0
280890,Action,4164.0
314380,Adventure,4566.0
291370,Indie,964.0
314290,Action,3791.0
303910,Simulation,2068.0
269890,Adventure,19870.0
290260,Indie,12081.0
311860,Adventure,1984.0
312970,Adventure,176.0
248310,Action,106628.0
302270,Action,506020.0
266470,Action,144.0
307290,Adventure,68389.0
301420,Action,311.0
